,Account Status,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarantors,Residence,Property,Age,Other Installments,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
919,0,24,2,1,3345,0,4,4,2,0,2,1,39,2,0,1,3,1,91,0,1
920,3,18,4,1,1817,0,2,4,1,0,2,3,28,2,1,2,2,1,90,0,0
921,3,48,3,2,12749,2,3,4,2,0,1,2,37,2,1,1,3,1,91,0,0
922,0,9,2,2,1366,0,1,3,1,0,4,1,22,2,0,1,2,1,90,0,1
923,1,12,2,-1,2002,0,3,3,2,0,4,1,30,2,0,1,2,2,91,0,0
924,0,24,1,1,6872,0,1,2,0,0,1,1,55,0,1,1,2,1,91,0,1
925,0,12,1,-1,697,0,1,4,2,0,2,2,46,0,1,2,2,1,91,0,1
926,0,18,4,1,1049,0,1,4,1,0,4,1,21,2,0,1,2,1,90,0,0
927,0,48,2,0,10297,0,3,4,2,0,4,3,39,1,2,3,2,2,91,0,1
928,3,30,2,2,1867,4,4,4,2,0,4,2,58,2,1,1,2,1,91,0,0
929,0,12,3,-1,1344,0,2,4,2,0,2,0,43,2,1,2,1,2,90,0,0
930,0,24,2,1,1747,0,1,4,2,1,1,1,24,2,1,1,1,1,90,1,0
931,1,9,2,2,1670,0,1,4,1,0,2,2,22,2,1,1,2,1,91,0,1
932,3,9,4,-1,1224,0,2,3,2,0,1,0,30,2,1,2,2,1,90,0,0
933,3,12,4,2,522,2,4,4,2,0,4,1,42,2,1,2,2,2,91,0,0
934,0,12,2,2,1498,0,2,4,1,0,1,2,23,0,1,1,2,1,90,0,0
935,1,30,3,2,1919,1,1,4,2,0,3,3,30,1,1,2,3,1,90,0,1
936,2,9,2,2,745,0,2,3,1,0,2,0,28,2,1,1,1,1,90,0,1
937,1,6,2,2,2063,0,1,4,3,0,3,2,30,2,0,1,3,1,91,0,0
938,1,60,2,5,6288,0,2,4,2,0,4,3,42,2,2,1,2,1,90,0,1
939,3,24,4,0,6842,4,2,2,2,0,4,1,46,2,1,2,3,2,91,0,0
940,3,12,2,-1,3527,4,1,2,2,0,3,1,45,2,1,1,3,2,91,0,0
941,3,10,2,-1,1546,0,2,3,2,0,2,0,31,2,1,1,1,2,90,1,0
942,3,24,2,1,929,4,3,4,2,0,2,2,31,1,1,1,2,1,91,0,0
943,3,4,4,-1,1455,0,3,2,2,0,1,0,42,2,1,3,1,2,90,0,0
944,0,15,2,1,1845,0,1,4,1,2,1,1,46,2,0,1,2,1,90,0,0
945,1,48,0,-1,8358,2,1,1,1,0,1,2,30,2,1,2,2,1,90,0,0
946,0,24,1,1,3349,2,1,4,2,0,4,3,30,2,2,1,2,2,91,0,1
947,3,12,2,-1,2859,4,0,4,2,0,4,3,38,2,1,1,3,1,91,0,0
948,3,18,2,1,1533,0,1,4,3,1,1,1,43,2,1,1,1,2,90,0,1
949,3,24,2,2,3621,1,4,2,2,0,4,2,31,2,1,2,2,1,90,0,1
950,1,18,4,8,3590,0,0,3,3,0,3,2,40,2,1,3,0,2,91,0,0
951,0,36,3,8,2145,0,3,2,2,0,1,2,24,2,1,2,2,1,91,0,1
952,1,24,2,0,4113,2,1,3,1,0,4,2,28,2,0,1,2,1,90,0,1
953,3,36,2,1,10974,0,0,4,1,0,2,2,26,2,1,2,3,1,91,0,1
954,0,12,2,-1,1893,0,2,4,1,2,4,1,29,2,1,1,2,1,91,0,0
955,0,24,4,2,1231,3,4,4,1,0,4,1,57,2,0,2,3,1,91,0,0
956,2,30,4,2,3656,4,4,4,2,0,4,1,49,1,1,2,1,1,90,0,0
957,1,9,4,2,1154,0,4,2,2,0,4,0,37,2,1,3,1,1,90,0,0
958,0,28,2,-1,4006,0,2,3,2,0,2,2,45,2,1,1,1,1,90,0,1
959,1,24,2,1,3069,1,4,4,2,0,4,3,30,2,2,1,2,1,90,0,0
960,3,6,4,2,1740,0,4,2,3,0,2,0,30,2,0,2,2,1,90,0,0
961,1,21,3,-1,2353,0,2,1,0,0,4,1,47,2,1,2,2,1,90,0,0
962,3,15,2,-1,3556,4,2,3,2,0,2,3,29,2,1,1,2,1,90,0,0
963,3,24,2,2,2397,2,4,3,2,0,2,2,35,0,1,2,2,1,91,0,1
964,1,6,2,4,454,0,1,3,3,0,1,1,22,2,1,1,1,1,90,0,0
965,1,30,2,2,1715,4,2,4,1,0,1,2,26,2,1,1,2,1,90,0,0
966,1,27,4,2,2520,2,2,4,2,0,2,1,23,2,1,2,1,1,90,0,1
967,3,15,2,2,3568,0,4,4,1,0,2,2,54,0,0,1,3,1,91,0,0
968,3,42,2,2,7166,4,3,2,3,0,4,1,29,2,0,1,2,1,91,0,0
969,0,11,4,-1,3939,0,2,1,2,0,2,0,40,2,1,2,1,2,90,0,0
970,1,15,2,4,1514,1,2,4,2,2,2,0,22,2,1,1,2,1,90,0,0
971,3,24,2,-1,7393,0,2,1,2,0,4,1,43,2,1,1,1,2,90,0,0
972,0,24,1,-1,1193,0,0,1,1,1,4,3,29,2,0,2,0,1,90,0,1
973,0,60,2,8,7297,0,4,4,2,1,4,3,36,2,0,1,2,1,90,0,1
974,3,30,4,2,2831,0,2,4,1,0,2,2,33,2,1,1,2,1,91,0,0
975,2,24,2,2,1258,2,2,3,1,0,3,2,57,2,1,1,1,1,90,0,0
976,1,6,2,2,753,0,2,2,1,2,3,0,64,2,1,1,2,1,90,0,0
977,1,18,3,8,2427,4,4,4,2,0,2,1,42,2,1,2,2,1,90,0,0
978,3,24,3,-1,2538,0,4,4,2,0,4,2,47,2,1,2,1,2,90,0,1
979,1,15,1,-1,1264,1,2,2,3,0,2,1,25,2,0,1,2,1,90,0,1
980,1,30,4,1,8386,0,3,2,2,0,2,1,49,2,1,1,2,1,90,0,1
981,3,48,2,8,4844,0,0,3,2,0,2,2,33,0,0,1,3,1,91,0,1
982,2,21,2,-1,2923,1,2,1,1,0,1,2,28,0,1,1,3,1,91,0,0
983,0,36,2,0,8229,0,2,2,2,0,2,1,26,2,1,1,2,2,90,0,1
984,3,24,4,1,2028,0,3,2,2,0,2,1,30,2,1,2,1,1,90,0,0
985,0,15,4,1,1433,0,2,4,1,0,3,1,25,2,0,2,2,1,90,0,0
986,2,42,0,8,6289,0,1,2,0,0,1,1,33,2,1,2,2,1,90,0,0
987,3,13,2,2,1409,1,0,2,1,0,4,0,64,2,1,1,2,1,90,0,0
988,0,24,2,0,6579,0,0,4,2,0,2,3,29,2,2,1,3,1,91,0,0
989,1,24,4,2,1743,0,4,4,2,0,2,1,48,2,1,2,1,1,90,0,0
990,3,12,4,5,3565,4,1,2,2,0,1,1,37,2,1,2,1,2,90,0,0
991,3,15,1,2,1569,1,4,4,2,0,4,2,34,0,1,1,1,2,90,0,0
992,0,18,2,2,1936,4,3,2,3,0,4,2,23,2,0,2,1,1,90,0,0
993,0,36,2,1,3959,0,0,4,2,0,3,1,30,2,1,1,3,1,91,0,0
994,3,12,2,-1,2390,4,4,4,2,0,3,2,50,2,1,1,2,1,91,0,0
995,3,12,2,1,1736,0,3,3,1,0,4,0,31,2,1,1,1,1,90,0,0
996,0,30,2,0,3857,0,2,4,0,0,4,1,40,2,1,1,3,1,91,0,0
997,3,12,2,2,804,0,4,4,2,0,4,2,38,2,1,1,2,1,90,0,0
998,0,45,2,2,1845,0,2,4,2,0,4,3,23,2,2,1,2,1,91,0,1
999,1,45,4,0,4576,1,0,3,2,0,4,2,27,2,1,1,2,1,90,0,0
